skiier_id,age_class,start_group,smagan,mangsbodarna,risberg,evertsberg,oxberg,hokberg,eldris,mora
7844,21,2,2944,5700,7954,10948,14091,16176,18630,20607
5437,60,10,6022,11010,15786,21178,26910,31244,35391,38810
6170,50,7,4422,8043,11017,14678,18673,21594,24647,26956
8981,40,1,2132,4471,6392,8835,11237,13046,14754,16426
12255,50,10,6817,11011,14468,19306,24023,27030,30243,32787
3066,45,10,6007,11131,15845,21738,27371,31075,34664,38210
5457,50,6,4217,7561,10220,13723,17622,20337,22894,25220
1106,55,6,3750,7221,10124,13619,17656,20303,23069,25198
5654,21,5,4212,7622,10397,13963,17962,20626,23415,25671
13533,35,3,3116,5893,8258,11386,14446,16686,18777,20463
10172,35,5,4186,7615,10365,13913,17894,20648,23368,25700
1716,45,4,3331,6283,8668,11765,15002,17235,19490,21618
8445,60,3,3244,5985,8395,11330,14416,16558,18800,20687
7329,55,4,3312,6187,8579,11697,15082,17244,19539,21545
11945,21,8,5594,9794,13317,17602,22616,25877,29371,32063
2358,21,2,3086,5737,7815,10625,13402,15351,17292,19065
5263,21,6,5126,9327,12918,17410,22420,25996,29389,32392
81,21,8,5253,9172,12816,16855,21380,24404,27642,30172
8243,45,4,3666,6581,8816,11663,14835,16792,19067,20969
6088,60,5,4635,8158,10964,14408,18160,20839,23318,25646
3442,55,3,2611,5441,7818,10807,13887,16078,18319,20200
584,50,4,3081,6017,8456,11653,14708,16709,18981,20758
3090,35,3,2990,5933,8513,11693,14873,17069,19322,21224
11270,21,3,3103,6015,8321,11400,14221,16293,18635,20356
5064,50,3,2565,5176,7327,10055,13008,15060,17136,19086
10321,50,2,2420,4894,6930,9553,12154,14057,15805,17425
11559,21,7,4718,8960,12342,16605,21630,25086,28436,30942
8528,45,10,6006,10771,14930,20283,26252,30900,35963,39463
7607,50,6,4326,8154,11379,15522,19791,23052,26010,28362
770,35,7,4681,8636,11940,16274,20971,24404,27969,30683
4208,40,10,7361,12457,17162,22797,28462,32440,36586,40243
6648,60,8,5486,10133,14203,19106,24345,27808,31537,34391
7961,40,10,6803,11518,15815,21233,26779,30423,34180,37349
4485,45,8,5493,9650,13283,17701,22458,25447,28721,31373
11484,21,2,2492,5176,7442,10417,13520,15733,18061,19936
11260,21,1,1992,4373,6196,8444,10969,12747,14802,16421
7854,35,3,3524,6438,8786,11917,15007,17250,19528,21407
8341,65,7,4989,8943,12519,16936,21755,25158,28458,31184
9850,35,9,6280,11565,16268,21904,28000,31792,35529,38927
4544,40,10,6719,11821,16677,22222,27841,31335,35311,38600
42,21,7,5058,8829,12098,16596,21537,24772,28075,30687
12048,40,8,6171,10757,14858,19853,24660,28157,31969,35059
1001,45,2,2728,5447,7839,10696,13681,15760,18004,19920
10069,35,4,3554,6757,9270,12524,15845,18250,20619,22636
778,40,6,4339,8061,11158,14932,19005,22085,24644,26974
11476,55,5,3834,7210,10232,13616,17510,20187,22684,24966
912,45,6,3922,7429,10275,14129,18323,21048,23880,26152
8868,70,5,5003,9962,14689,20642,26478,30487,34669,38847
4358,45,4,3268,6354,8843,12031,15493,17929,20465,22621
5936,40,7,5501,9154,12218,16009,20374,23374,26253,28722
9310,35,6,4392,7746,10445,13643,17211,19676,22253,24262
821,35,6,4593,8206,11319,15190,19240,22083,25021,27548
9700,21,10,6787,11921,16408,22365,28109,31762,35833,39377
11471,35,7,4924,9324,13482,19123,24943,28594,32431,35411
10335,21,6,4234,7831,10900,14696,18663,21792,24775,27514
649,35,5,3276,6197,8565,11513,14861,17096,19208,21307
6661,40,2,2731,5472,7805,10780,13866,15875,18093,19932
9561,40,6,4208,7871,10902,14762,18703,21711,24976,27497
11771,40,6,6229,11366,16208,22097,27965,31923,35871,39526
4118,55,6,3943,7635,10783,14626,19065,22204,25110,27690
13001,21,10,6741,11051,14821,19460,24615,27953,31380,34384
1164,65,6,4578,8285,11229,14794,18850,21503,24498,26947
685,21,9,5827,10205,14028,18784,23932,27481,31014,33999
11287,35,9,5263,10032,15486,21681,27853,31701,35750,39220
4844,55,6,3768,7081,9763,13017,16516,19157,21820,24199
7157,21,5,4337,7737,10236,13708,17574,20396,23085,25285
13318,40,6,5040,9237,12953,17757,22653,26283,29828,32775
9078,60,3,2984,5781,8180,11279,14768,17018,19212,21204
2069,21,5,4282,7701,10383,14136,18173,21061,24015,26297
13241,21,4,3639,6715,9180,12286,15602,18035,20262,22259
11395,35,5,4250,7923,11099,14991,19295,22148,25153,27367
5303,21,10,6282,10849,14906,20261,25929,29748,33471,36374
6917,50,2,2865,5811,8317,11666,14988,17055,19466,21553
10420,35,6,4820,8686,11833,16150,20462,23681,26636,29443
6884,21,4,3095,6245,8743,11981,15214,17503,19912,21694
7711,40,9,5904,10262,13963,18660,23393,26886,30191,32919
2095,21,2,2638,5443,7729,10616,13853,15886,18221,20081
2169,35,4,3312,6764,9977,13842,18027,21401,24330,27496
12891,35,7,5075,9678,13856,18883,23944,27565,30962,33794
4340,21,5,3707,6814,9363,12540,15995,18346,20723,22927
2974,21,6,3962,7342,10082,13710,17814,20590,23380,25704
8141,21,7,4965,8853,12343,16526,21415,24646,27817,30385
12644,65,2,3034,6007,8527,11968,15773,18359,20922,23487
11955,45,9,7051,11744,15593,20466,25443,28768,32279,35310
4759,40,8,5886,10179,13530,17743,21974,25133,28113,30289
8758,50,3,2833,5478,7665,10403,13229,15236,17455,19127
13600,40,5,3635,6747,9295,12544,16181,18614,20927,23179
11485,45,3,2765,5475,7734,10532,13575,15717,17926,19856
11231,21,6,4518,7919,10572,14043,17521,19836,22424,24535
1219,45,8,5070,9019,12646,16816,21738,24781,27885,30479
5621,45,8,5346,9960,13743,18165,22734,25753,28884,31526
5153,40,5,3025,5865,8368,11603,15216,17923,20649,23030
11874,21,10,7030,12268,17329,22859,28394,32711,36700,40395
2206,40,4,3524,6579,9092,12279,15531,17767,20129,22280
3487,21,2,2229,4636,6680,9137,11717,13532,15289,16878
2232,21,5,3397,6475,8935,12165,15437,17717,20141,22138
12264,40,7,5104,9117,12523,16676,21047,24130,27287,29847
277,35,9,5533,9819,13586,18357,23816,27112,30821,33866
7171,40,3,2756,5563,7979,11124,14211,16412,18828,20916
12552,21,10,6655,11860,17205,23457,30046,34095,38983,43087
8330,40,9,5731,9870,13527,18236,23470,26909,30283,33262
8680,55,4,2932,5932,8490,11668,14877,17196,19643,21508
4773,50,6,5750,10580,15354,20704,26259,30354,34044,37196
2673,40,6,5308,9277,12507,16775,21053,24146,27160,29836
7719,21,7,4900,8783,11874,15905,20599,23750,27097,29679
12346,40,9,5899,10449,14304,19192,24646,28169,31906,34922
9044,40,7,4807,8886,12301,16699,21558,24804,28048,30781
5980,45,3,2908,5753,8130,11146,14126,16269,18339,20308
5427,50,10,6521,11721,17257,22839,28832,33062,37280,40505
231,50,10,6000,10716,15047,20290,25445,29124,32495,35517
4031,35,10,7323,12364,16470,21639,26914,30519,34206,37116
13105,60,8,4802,8879,12507,17733,23146,26901,30537,33472
12652,40,10,6531,11876,17700,24318,30292,34285,39050,42693
4836,50,3,3325,6236,8555,11527,14527,16589,18733,20744
6012,35,8,4854,8942,12361,16762,21485,24795,28174,30878
3889,45,10,7132,11951,15988,21081,26145,29671,32952,35877
3425,50,10,5905,10491,14444,19357,24464,28027,31640,34650
8915,40,3,2906,5598,7742,10527,13371,15238,17401,19231
7704,50,10,6557,11156,15122,20191,25156,28540,32196,35211
13407,45,2,2760,5371,7501,10236,13159,15081,17310,19078
4561,45,10,6662,11178,14950,19678,24965,28093,31765,35108
6738,21,7,4909,8773,12043,16550,21147,24492,27531,30274
1406,50,9,5663,11023,16114,21689,27878,31829,35380,38485
12632,21,6,4267,7840,10632,14275,18695,21378,23992,26052
5473,50,7,4665,8456,11360,15077,18906,21754,24339,26664
6502,60,9,5531,10446,14748,19889,25778,29328,32895,35858
826,21,4,3724,6857,9345,12610,16137,18622,21073,23170
10328,21,5,3880,7161,9950,13602,17484,20412,22913,25187
2800,40,10,7045,12409,17285,22705,28392,32527,36741,39956
8650,55,8,5052,9217,12614,17524,22295,25590,28810,31693
8144,40,6,4641,8516,11548,15252,19884,22681,25661,28167
801,35,0,1985,4380,6218,8322,10623,11970,13541,14935
12014,35,10,6188,11312,15808,21559,27122,30161,33496,36412
817,55,10,6262,10970,15163,21258,26830,30846,35216,38995
6549,50,2,2773,5130,7194,9825,12391,14214,16222,17754
5895,55,5,3896,7160,9698,12953,16532,19079,21502,23598
11668,35,3,2633,5301,7579,10513,13662,15973,18093,19931
3548,21,8,5523,10091,14311,19125,24325,27992,31728,35202
7312,60,3,3326,6760,9622,13439,17638,20743,23897,26375
8422,21,0,2020,4344,6300,8556,10986,12569,14353,15747
12762,21,9,5895,10442,14447,19180,24226,28128,31644,34397
10959,21,1,2588,5157,7232,9979,12762,14587,16633,18269
1909,35,3,3180,6007,8427,11456,14579,16416,18597,20359
554,21,10,7000,11931,16219,21644,26971,30385,34198,37068
13334,50,3,2933,5678,7929,10664,13688,16019,18026,19942
5123,45,6,4912,8882,12970,17235,22038,25081,28358,31096
2687,21,10,6456,11042,14920,20268,25580,29506,33000,35751
992,40,1,2699,5250,7320,9989,12507,14280,16208,17895
9165,60,5,4479,8891,12875,17800,22914,27022,31009,33982
4733,21,10,7101,11864,16064,21177,26748,30128,34163,36908
2950,35,1,2240,4672,6676,9206,11787,13615,15625,17188
4027,45,8,5491,10187,14260,20505,26110,30038,33923,37312
10249,45,2,2649,5135,7277,9963,12742,14667,16796,18376
2775,50,1,2314,4684,6666,9026,11665,13347,15273,16866
2798,21,8,5348,10167,14360,20283,25976,29851,33616,36598
12069,19-20,9,5713,10505,15000,20579,26663,30531,34596,38062
13272,40,5,4217,7593,10523,14241,18582,21780,24532,27099
1043,21,5,4087,7583,10372,13831,17528,20171,22948,25108
6566,21,9,5567,9937,13866,19027,24505,27935,31814,35025
418,45,5,4032,7878,10640,14149,17978,20609,23251,25631
9013,35,7,5581,9663,13068,17244,21795,24853,28037,30693
6406,35,10,6325,11376,15876,20970,26639,30528,34412,37435
571,50,7,4781,8777,12373,16499,20960,24274,27238,29869
4977,45,6,4681,8933,12788,17412,22399,25830,29226,32354
12237,21,8,4846,9039,12552,17200,22215,25773,29371,32928
3704,35,9,5630,9890,13449,18042,23336,27086,30714,33821
9096,40,10,7073,12098,16852,22676,28779,32426,36607,40136
7296,21,10,5975,10775,15293,21297,27515,31444,35791,39035
997,35,2,2661,5194,7364,10189,12997,14915,17067,18902
393,21,7,5889,10051,14273,18884,23885,27746,31430,34294
737,21,10,7136,12703,17773,23499,29420,33252,38440,41868
5850,55,8,5374,9982,14071,19324,24655,28283,31910,35400
12431,21,10,7645,13151,18530,24285,30333,34062,38382,42550
719,50,7,4569,8598,12152,16653,21601,24859,28185,30803
12434,50,9,6286,11524,15710,20909,25947,29388,32903,35765
11705,21,5,3899,7184,9844,13154,16680,19179,21850,24074
6538,40,6,4079,7406,9964,13254,16789,19420,21969,24100
3359,40,5,4385,7709,10350,13801,17521,20215,22786,25018
11269,35,7,4654,8137,11004,14780,18804,22124,25049,27429
2428,40,8,5450,9533,12770,16671,20941,23821,26725,29238
12404,55,7,4819,8587,11613,15348,19529,22514,25706,28117
12356,50,10,5892,10318,14421,19214,24545,28359,31999,35474
5780,55,4,3774,6958,9503,12691,16383,18711,21235,23417
13540,45,9,5400,9612,13049,17432,22026,25294,28435,31136
12852,21,8,6683,11619,15889,21493,26936,30639,34515,38054
8899,21,10,6679,11617,15878,21452,26938,30716,34479,38080
130,35,3,3127,5969,8280,11111,14192,16340,18655,20414
675,40,3,2951,5716,7981,11065,13794,15932,18041,19895
7310,45,2,2529,5097,7237,10130,12948,15000,17183,18916
1652,21,6,4608,8747,12288,16829,21713,25035,28220,31214
11322,19-20,7,4682,8573,11659,16450,21243,24791,28219,31066
5459,50,8,5549,9602,13339,17881,22933,26299,29755,32798
13172,40,2,3013,6059,8745,12319,16063,19361,22052,24493
10547,21,7,5113,9282,12894,17453,22141,25303,28539,31192
1876,50,6,4335,8027,11305,15398,19837,22908,26027,28597
5096,70,5,4790,9251,13123,17918,23136,27305,31036,34244
8925,45,5,3914,7330,10098,13535,17253,20177,22757,24990
2390,21,10,7152,12086,16596,21507,27172,30657,34332,37359
10270,45,4,2963,5788,7943,10807,13834,15939,18113,20129
11637,21,4,3551,6299,8673,11645,14909,17056,19430,21397
2203,50,9,5562,9806,13568,18369,23746,27542,31587,34753
998,21,6,4011,7601,10507,14402,19211,22588,25455,27874
13224,21,0,1988,4359,6217,8331,10676,12320,14061,15549
5040,35,7,5664,9648,12703,16482,20654,23498,26384,28986
5638,21,8,4933,9060,12676,16943,21945,25232,28406,31372
12777,55,7,4657,8449,11508,15293,19427,22192,25046,27456
3951,35,10,6994,11216,14912,19548,24783,28053,31521,34524
9084,50,5,3199,6139,8650,11831,15302,17645,19958,21955
6379,50,2,2533,5165,7306,10053,12949,14999,17019,18650
7404,21,9,5650,10142,14108,19115,23951,27374,30755,33781
9739,40,5,4300,7921,10916,14706,18488,21185,23791,26148
9978,21,10,7104,12512,17057,22353,27691,31136,34673,37461
4108,60,6,4515,7901,10637,13918,17477,20114,22649,24663
7252,40,8,5462,9787,13391,18149,23344,26558,29783,32609
12620,40,2,2285,4745,6840,9509,12037,13720,15748,17317
10631,35,2,2758,5389,7644,10383,13319,15394,17555,19382
7020,50,3,3328,6300,8859,12116,15502,17783,20123,22023
3470,40,3,2741,5472,7646,10563,13482,15490,17513,19418
725,35,5,3654,6925,9502,12691,16296,18665,21231,23237
9721,50,3,3047,5875,8188,11106,14147,16208,18343,20159
2448,35,10,6622,11600,16550,21659,26956,30723,34485,37416
1874,65,10,6885,12442,17465,23235,29370,33230,37702,41563
10523,45,5,4021,7335,9877,13195,17000,20012,22476,24903
6780,45,3,3133,6000,8265,11270,14118,16182,18367,20153
5243,19-20,4,3358,6441,8995,12287,15662,18006,20398,22247
2906,21,10,7534,13386,18729,24824,30665,34907,39516,43242
11755,21,10,6872,11204,14915,19463,24137,27268,30487,33088
5162,55,10,7237,12629,17555,23619,29526,33399,38098,41473
7237,45,4,3344,6239,8734,11814,15075,17425,19709,21509
5912,45,5,3862,7067,9644,12996,16662,19253,21773,23851
8056,21,5,3590,6889,9728,13583,17604,20379,23085,25380
10826,21,10,6139,10979,15712,21435,27528,31470,35704,39304
3380,45,10,6697,12222,17125,23001,29080,33051,37283,41129
9387,45,3,2617,5285,7361,10107,13021,15013,16990,18753
9461,21,4,3047,5967,8392,11353,14453,16663,18842,20700
310,40,9,5991,10633,14801,20416,25670,29192,32652,35584
8239,40,3,3368,6288,8717,11866,15058,17428,19878,21976
13549,35,10,6967,11910,16346,21936,27410,30793,34455,37481
6279,40,2,2336,4849,6819,9459,12047,13893,15785,17493
10938,21,6,4178,7809,10700,14605,18999,22014,24929,27238
2094,21,7,4443,8243,11546,15585,20114,22941,25941,28337
8382,45,9,6211,11262,15531,21030,26705,30277,34559,39038
2418,45,5,3374,6462,9078,12685,16275,19072,21594,24024
10958,50,9,5927,10747,14970,20735,26447,30323,34246,37636
9373,40,4,3847,7415,10792,14852,19557,22661,25485,28204
11294,40,8,4912,9077,12508,16938,21936,25342,28719,31576
13237,35,10,7138,12082,16358,21391,26604,30014,33689,36569
7294,50,10,6876,11653,16176,21605,27049,30425,34490,37799
6897,50,3,3243,6032,8417,11283,14236,16346,18428,20419
13266,50,10,5593,10036,13514,18102,22862,26466,29781,32532
13373,55,7,4601,8789,12143,16745,21794,24803,28429,31775
5161,40,5,4030,7218,9838,13024,16464,18911,21272,23480
6841,35,2,2479,5024,7065,9826,12654,14529,16572,18302
8947,40,9,5685,10019,13682,18427,23149,26684,30183,32597
8318,50,3,2994,5975,8355,11372,14436,16696,18856,20714
161,40,10,6497,11362,15528,20698,26160,29508,32838,35520
6872,21,4,3088,5962,8371,11332,14382,16461,18703,20591
7793,65,5,4650,9090,12932,17868,23403,26766,30496,33476
8621,40,6,3763,7012,9808,13128,16850,19535,22112,24215
8975,35,7,5448,9433,12605,16722,20844,23892,26937,29466
1455,40,4,3224,6536,9357,13087,17090,20025,22680,24976
6184,55,6,4777,8380,11529,15368,19586,22379,25185,27607
7348,50,8,4992,9035,12088,15978,20559,23882,27214,29862
10025,70,9,5832,10339,14209,19020,24041,27415,31037,34193
4700,55,2,2390,4889,6915,9376,11994,13808,15618,17224
12534,40,5,4439,8609,12073,16988,22259,25551,29163,31967
9152,55,7,5102,8825,11904,15688,20005,22896,25876,28293
1275,21,2,2296,4837,6930,9526,12173,14066,16125,17707
4412,45,10,7112,12185,16537,22206,28412,32180,36439,40157
798,21,10,7194,12494,17074,22662,28512,32179,36320,39947
951,60,5,4080,7624,10508,14018,17868,20643,23437,25835
2074,45,10,7051,12689,17722,23552,30063,34231,39140,42997
3770,60,7,5081,8799,11895,15518,19441,22332,25242,27620
932,21,9,5699,10701,15312,20517,26271,29705,33086,35651
2209,55,3,2731,5466,7872,10879,13970,15958,18122,19915
931,45,10,6044,11304,16230,22109,28525,32739,37389,41368
9632,60,10,6506,11527,16016,21636,27426,31108,34722,37813
12021,21,10,7670,13466,18568,24430,30398,34444,38996,42968
2259,40,4,3036,6020,8466,11623,14845,16930,19277,21242
129,21,10,6582,11545,16102,21452,27179,30789,34393,37572
3471,40,8,5192,9441,13250,17609,22375,25704,29163,32039
6918,21,10,7014,12616,17403,22684,28524,32138,36030,39111
11525,21,10,7263,12694,17654,24061,30962,34625,38743,41950
9280,60,9,5567,10190,13887,18591,23414,26922,30386,33275
9093,45,5,4447,8220,11282,15002,19373,22147,24892,27339
5143,45,6,4922,8453,11181,14595,18315,20966,23589,25895
8003,21,1,2052,4373,6310,8592,11020,12719,14419,15985
1207,50,5,3314,6359,8948,12252,15563,17893,20172,22168
10546,35,10,6247,11358,16666,22353,28259,32301,36895,40570
8952,21,6,3974,7405,10169,13623,17501,20171,22780,25072
1481,21,2,2765,5422,7513,10199,13129,15185,17195,19049
3462,21,4,3558,6818,9630,13455,17261,20197,23266,25675
11410,45,10,5559,9886,13754,18526,23366,26935,30411,33322
586,21,10,6422,11244,15610,21311,26817,30226,33669,36508
10996,21,4,4179,8092,11505,16023,20364,23712,26965,29705
13248,21,9,5526,9869,13991,18770,23952,27346,30793,33786
391,21,4,3204,6166,8847,12099,15797,18130,20486,22520
7740,75,5,4615,9064,12732,17467,22881,26815,32842,43793
13181,40,9,5595,9580,12772,16896,21453,24698,27754,30299
9871,45,8,5595,9931,13800,18834,24048,27274,30992,34015
8142,60,10,6176,11123,15394,20671,25839,29287,32781,35819
5431,60,10,6088,10509,14432,19263,24653,28281,31785,34815
6130,35,10,7397,12747,17503,23010,28695,32538,36290,39600
4907,35,5,3674,7039,9776,13083,16807,19527,22022,24454
8260,65,10,7145,12983,17972,23642,29724,33618,38051,42010
9615,55,3,3128,5973,8368,11376,14530,16817,18866,20823
9094,45,6,4694,8460,11281,14863,18797,21460,24229,26407
1493,45,8,5350,10172,14934,20267,25736,29368,32641,35635
12079,21,9,6170,11267,15573,21137,26909,30445,34479,37984
12694,40,10,6612,12017,17263,23702,29952,33837,38249,42155
9171,21,5,3918,7352,10364,13932,17748,20830,23827,26674
6959,45,3,2912,5808,8063,11031,13960,16189,18482,20416
1422,50,10,6125,10866,15285,20785,26697,30297,34482,38127
6492,21,10,6798,12269,17216,23059,28987,33024,37258,41237
11283,35,5,4229,7855,10617,14021,17947,20527,23167,25271
10054,45,7,5181,9481,12966,17501,22046,25356,28656,31421
13132,21,9,6107,10437,14173,18897,23679,26954,30459,33214
1753,35,8,5818,10436,14524,19505,24825,28201,32000,35186
3114,35,5,3771,7055,9616,13000,16624,19175,21537,23830
1057,40,4,3150,6293,8743,11791,15010,17410,20088,22134
1614,45,2,2545,5168,7268,9978,12730,14626,16461,18387
13121,50,6,4538,8177,11167,14630,18644,21207,23929,26240
8988,35,10,7468,13335,18589,24111,30267,33865,38262,41964
4402,21,5,3353,6497,9095,12281,15989,18412,20916,22980
2193,21,9,5844,10476,14589,20250,25813,29180,32638,35803
13258,35,5,4710,8464,11509,15336,19182,21660,24253,26709
12041,21,4,4142,7500,10198,13964,17747,20642,23337,25612
8491,21,5,3933,7387,10148,13661,17790,21157,24162,26599
1376,21,10,6064,10869,15346,21326,27207,31115,34883,38238
6503,21,10,6537,11523,15865,21141,26482,30066,33515,36243
3967,45,9,5287,10086,14659,20040,25422,29221,32738,35708
8820,40,6,5204,9171,12394,16354,20631,23827,26689,29265
2396,21,10,5706,10262,14111,19289,24231,27572,30951,33901
6594,21,5,3327,6163,8625,11666,15141,17520,19908,21975
370,50,4,3343,6637,9315,12780,16261,18826,21277,23480
8664,21,10,6579,11646,16316,21928,28649,32211,36581,39844
8300,21,8,5453,9509,13307,17877,22679,26094,29763,32676
10606,40,9,6036,10809,14820,20037,25259,28754,32307,35151
2957,21,6,4000,7375,10092,13334,16921,19594,22203,24288
802,21,4,3178,6041,8337,11289,14218,16409,18601,20504
11385,21,5,4489,8371,11539,15722,20252,23192,26390,29190
343,55,9,5420,10357,14653,19905,25356,28912,32434,35483
9138,60,10,7304,12330,16677,21796,27268,30720,34335,37333
9519,19-20,8,4883,8777,12507,16882,22020,25469,28903,31727
5723,40,6,5023,9006,12434,16837,21537,24553,27713,30412
11902,40,5,4936,8658,11568,15274,19346,22206,25017,27512
6464,21,2,2639,5258,7428,10184,13165,14957,17237,19035
1649,21,10,7015,11766,15952,20779,25800,29357,32703,35486
4486,45,10,7609,13201,18409,24459,30612,34606,39018,42918
3970,40,3,2638,5277,7782,10659,13553,15677,17739,19646
8811,40,10,5764,10874,15384,21160,27481,31682,35720,39091
3047,50,5,3919,7506,10732,14390,18370,21104,23753,26009
1430,21,6,4121,7664,10521,14373,18858,22196,25102,27742
10840,55,1,2533,4998,7040,9511,12086,13803,15542,17216
676,45,7,4781,8739,12081,16682,21206,24334,27477,30018
13565,21,5,3983,7362,10195,14051,18431,21519,24540,26973
8113,50,10,5476,10795,15648,21834,28454,33213,37484,41763
5931,50,1,2428,4974,7025,9660,12279,14121,16114,17697
1482,40,9,5305,10236,15182,20334,25963,30349,34607,38938
5282,40,4,3197,6099,8507,11582,14913,17110,19443,21580
492,35,2,2340,4805,6880,9416,12025,13768,18178,20239
8073,40,2,2711,5292,7426,10063,12924,14783,16888,18640
8603,35,7,4915,8895,12270,16681,21536,25153,28706,31488
11011,21,8,5902,10407,15110,20491,26139,29978,33884,36950
1790,40,8,5356,9743,13700,18188,22872,26402,29758,32346
3173,40,3,3023,5753,8014,10735,13462,15453,17645,19569
8661,21,6,4544,8216,11236,14981,19024,21626,24437,26589
8106,50,5,3776,7422,10498,14158,18195,21222,24193,26613
12497,50,10,6429,11886,16475,22200,28343,32710,37006,41046
4566,45,10,6297,11002,14968,19989,25243,28739,32374,35385
11247,45,9,5477,9956,14095,19266,24761,28341,32001,35105
3765,50,5,3499,6974,9943,13808,18252,21285,24194,26718
7585,21,8,5586,9989,13932,19381,24794,28326,31963,34998
3443,55,7,4954,8820,12177,16377,20919,23979,27404,30044
9543,55,6,4033,7521,10366,13923,18233,20949,23812,25950
1761,50,6,4475,8382,11815,16068,20859,24071,27357,30166
6030,65,7,5049,9363,13165,17941,22926,26553,30121,33199
6895,21,10,6541,11403,15787,20765,25924,29951,33425,36241
6467,40,6,3813,7417,10252,13927,17968,20929,23575,25982
1495,21,10,6777,11893,16398,22333,27538,31178,34913,38059
2299,50,3,2961,5881,8411,11564,14655,16890,19053,20822
8277,60,9,6163,11268,15602,21059,26890,30507,34443,37969
2857,55,7,4534,8365,11769,15940,20301,23534,26567,29304
8108,50,5,4878,8786,12532,16935,21981,25340,28726,31632
1292,70,5,5089,10049,14513,19997,25439,29332,32758,35692
11731,45,10,6036,11013,15538,20987,26389,30123,33937,36864
2828,21,7,4424,7889,10615,14137,17899,20829,23527,25741
10629,21,10,7156,12960,17837,23404,29493,33633,38124,41649
6922,21,5,3679,6996,9700,13413,17414,20376,23039,25352
3674,50,10,5677,10865,15542,21359,27914,32075,36455,40357
2725,35,3,2872,5672,7937,10867,13829,15917,18054,19953
4639,50,6,4629,8521,11802,15978,20272,23014,25961,28397
11733,21,8,5233,9724,13732,18764,23950,27506,31037,33922
1326,21,1,2322,4816,6842,9280,11921,13758,15699,17443
2929,35,10,6879,12035,16592,22667,28653,32803,36824,40644
11800,35,10,6561,11584,16323,21811,27328,31042,34716,38206
2679,21,10,6835,11474,15184,19951,25058,28228,31553,34281
4348,21,10,6923,11627,15956,21052,26272,29639,33087,36039
8674,21,10,6945,11926,16553,21435,26537,29818,33097,35614
7196,35,9,5382,10013,14397,19830,26168,30020,33985,36602
5362,21,3,3152,6061,8402,11362,14534,16747,18939,20761
974,21,1,2328,4676,6592,9001,11459,13193,14974,16558
3744,21,3,3227,6060,8494,11627,14645,16727,18938,20792
3657,45,4,3356,6082,8681,11729,14973,17030,19273,21107
7620,40,6,4489,8135,11342,14985,19509,22448,25386,27870
6396,21,9,5885,10623,14589,19190,24148,27447,31188,34163
6261,40,6,4185,8664,12398,17183,22224,25601,28848,31799
13466,40,6,4423,8168,11274,15319,19666,22839,25955,28354
6448,45,5,3748,6913,9590,12927,16463,19249,21818,24098
9023,45,3,2977,5861,8273,11350,14545,16737,19137,21182
12604,45,5,3656,6764,9458,12610,16079,18371,20785,23038
8155,21,10,6961,12071,16393,21994,27660,31061,34785,38186
9749,21,10,7468,12832,18334,24071,29952,33817,38229,42117
905,65,9,6105,9995,13502,17627,22760,26007,29323,32126
4202,65,4,3611,6780,9449,12589,16332,18551,21024,23020
1459,50,3,3202,6169,8644,11968,15182,17618,19844,21857
12832,55,2,2486,5143,7264,9963,12643,14524,16508,18095
3822,21,5,3191,6206,8831,12250,15717,18003,20550,22717
5402,65,6,3759,7047,9871,13259,17097,19886,22629,24748
1788,21,3,3007,5637,7718,10461,13322,15251,17315,19150
9032,21,9,6281,10431,14357,19193,24569,28001,31343,34107
8836,55,4,3690,7006,9687,12770,16261,18569,21137,23308
4920,50,10,6292,11935,17703,23574,29665,33495,38154,42004
3810,70,5,6033,12134,17533,23810,30141,34297,38951,43044
4950,50,10,6202,11312,17256,23072,29343,33596,38533,42501
13383,40,10,6607,11243,15546,21203,26785,30287,34157,37320
13202,40,5,3653,6790,9264,12485,16011,18541,21246,23370
11318,45,1,2290,4741,6761,9364,12060,13682,15599,17308
7254,55,5,3375,6446,8982,12206,15682,18097,20584,22666
7121,55,5,4535,8426,11605,15892,20352,23812,27294,30215
9417,55,5,4020,7302,9824,13138,16549,19088,21553,23597
6877,50,9,5596,10593,15026,20532,25952,29975,33642,36988
3008,60,10,6230,11003,15091,20571,26782,30444,34456,38258
12003,35,10,7097,12180,17113,23607,29698,33456,37935,41317
4472,21,5,3990,7341,10081,13516,17174,19775,22351,24498
8574,21,9,5820,11404,15806,21072,26451,29910,33269,36118
890,21,6,4845,8661,11550,15139,19322,22034,24801,27153
1810,21,10,5539,9983,13969,18740,23544,26846,30172,33129
2479,45,7,4744,9283,13752,18978,25164,29118,32732,35655
4756,40,6,4795,8551,11727,15635,19782,22759,25665,28175
1662,45,8,5616,9967,13794,18800,23661,26962,31072,34185
7311,21,7,4980,9222,13552,18192,23133,26617,30192,33131
10184,21,2,2825,5389,7493,10230,13072,14953,16838,18586
913,21,4,3355,6377,8924,12088,15538,18245,20651,22908
193,21,5,4345,7909,10666,14040,17869,20430,23057,25196
12150,40,10,6752,11365,15177,20082,25271,28857,32394,35304
9743,35,6,4453,8133,11299,15298,19473,22633,25919,28323
11517,35,7,4427,8116,11268,15010,19324,22151,25117,27646
6457,40,4,3519,6852,9808,13542,17486,20218,23122,25552
1412,35,4,3308,6476,9049,12524,15903,18523,21022,23218
8092,45,3,2613,5275,7529,10346,13443,15432,17609,19361
