skiier_id,age_class,start_group,smagan,mangsbodarna,risberg,evertsberg,oxberg,hokberg,eldris,mora
8086,21,3,2568,5271,7541,10368,13203,15286,17336,19312
8160,45,7,5679,10080,13979,19194,25082,28735,32396,35450
13653,55,8,5037,9273,12880,17419,22396,25906,29417,32356
12990,21,7,4539,8067,11018,14556,18509,21254,23969,26372
6134,35,5,3349,6350,8794,11948,15420,17748,20092,22232
7273,45,6,4382,8103,11123,15616,19793,22928,25506,27900
3671,21,1,2354,4840,6922,9386,12035,13885,15827,17348
12540,45,5,3402,6541,9050,12237,15564,18102,20640,22674
9420,50,10,6499,11829,16476,22419,28421,32350,36540,40137
11344,45,6,4263,7551,10226,13653,17202,19911,22440,24793
6160,50,10,6990,12276,17425,22789,29141,32710,36891,40388
9306,65,6,4207,7861,11153,14987,19814,22949,26192,28626
8223,40,9,5153,9098,12812,17098,22081,25383,28820,31803
3261,50,8,5258,9691,13520,18387,23859,27379,31008,34375
13352,21,8,5965,10653,14460,19885,25342,29063,32454,35388
10614,21,7,5116,9359,12696,16872,21290,24538,27640,30445
9163,21,10,7483,13392,18631,24264,30282,34216,38877,42746
8646,40,10,6867,12144,16965,22757,28064,31571,35564,38588
11107,35,3,2749,5539,7715,10449,13390,15533,17549,19551
12867,45,4,3898,6904,9270,12343,15312,17422,19531,21406
9826,55,6,5733,10720,15604,21037,27235,30679,34561,37936
12806,35,6,5795,10920,15594,21009,27286,30652,34620,37807
1657,40,7,5114,9424,13115,17684,22559,25955,29179,31945
8285,50,7,4846,8700,11911,15867,20101,23023,25936,28488
1357,21,8,5260,9443,12839,17937,22731,26693,29940,32949
3823,45,10,6956,11593,15485,20572,25944,29344,32886,35755
5472,50,8,5238,9480,13214,17868,22772,26230,29918,32776
1149,35,7,5021,9005,12736,17088,22075,25280,28494,31337
7884,35,8,4963,9117,12582,17043,21713,24756,27866,30516
6649,35,10,5794,10532,14752,20322,26190,29853,33287,36100
7172,35,10,5771,10561,14792,20373,26209,29965,33314,36126
12555,40,3,2957,5745,8008,10988,14046,16202,18289,20331
3295,40,3,3006,5773,8064,10997,13901,16002,18092,20160
2224,21,10,6881,12096,16495,22330,28297,32337,35978,39100
13017,21,10,6878,12017,16495,22368,28304,32398,36395,39970
4548,35,8,6121,10882,15551,21327,27027,30455,34223,37271
10056,45,10,6790,12159,17229,23183,28960,32755,37692,41343
902,21,10,6885,11707,15675,20490,25751,29094,32438,35528
12071,40,2,2737,5408,7637,10382,13361,15335,17454,19278
11200,40,6,5062,8985,12018,16058,20519,23676,26755,29431
6378,21,10,6001,10292,14265,20099,26026,29291,32785,35641
7563,50,2,2552,5125,7203,9859,12600,14336,16386,18024
1395,40,5,3848,7068,9624,13146,16704,19307,21817,24041
4787,50,2,2765,5492,7583,10397,13378,15381,17583,19283
340,45,5,3854,7178,9778,12891,16388,18819,21282,23546
2938,21,10,5964,10346,14103,19596,25167,28997,32746,35662
12053,21,3,2970,5769,7875,10626,13388,15419,17392,19144
2727,35,2,2396,4942,6969,9635,12252,14104,16047,17622
5775,21,0,1989,4335,6337,8349,10739,12418,14201,15734
8087,21,6,4532,8057,10940,14394,18060,20819,23358,25503
9167,50,5,4055,7706,10937,15774,20872,24260,27437,30435
3254,21,10,6456,11267,15869,21405,26509,29968,34182,37149
9087,55,6,4323,7773,10636,14229,18337,21389,24455,26888
7643,21,2,2533,5103,7150,9762,12456,14409,16380,18099
5335,35,8,6136,10873,15284,21567,26516,30275,33983,37284
10766,45,10,6252,10864,15429,20383,25225,28635,32512,35439
2926,45,1,2029,4338,6240,8559,10972,12599,14453,16030
12847,55,2,2346,4845,6962,9567,12196,14040,15996,17652
6671,40,5,3370,6719,9540,13228,17023,19772,22412,24987
3495,55,2,3003,5616,7711,10358,13211,15305,17211,19104
8404,50,6,4313,8132,11589,15499,19479,22369,25173,27748
2701,45,9,5464,9984,13677,18438,23599,27121,30606,33572
11576,50,8,5248,9762,13610,18472,23420,26897,30418,33387
10315,19-20,3,2957,6141,9314,12957,17154,20035,22781,25071
4203,21,5,4582,8309,11217,14890,18774,21586,24415,26890
10139,21,9,5819,9934,13337,18190,22411,25988,29189,32133
919,40,5,4224,7816,10796,14416,18717,21645,24503,26903
2246,55,5,3480,6708,9264,12558,16122,18809,21337,23696
7385,55,10,6980,12075,16501,21909,27608,31432,35225,38419
362,35,2,2637,5221,7450,10152,13004,14918,17051,18665
3573,21,8,5143,9402,13078,17715,22459,25702,28930,31799
1378,55,9,5918,11638,16313,21816,27835,32198,36645,40265
4833,21,9,5716,10706,14812,20152,26033,30142,34366,37414
1107,21,5,3494,6535,9087,12362,15736,18419,20785,22801
8078,21,7,4419,7847,10682,14153,18044,20922,23568,26049
8560,40,4,3360,6687,9444,12780,16431,18827,21475,23693
6431,40,4,3314,6709,9482,13208,17172,20125,23274,26009
7836,35,10,7894,12949,17190,22704,27889,31384,35256,38572
2288,55,4,3922,7273,10062,13272,16980,19588,22198,24305
13088,55,7,3847,7732,11349,16128,21925,25764,29707,32896
7486,50,10,7405,12414,17383,23662,29551,33293,37470,41082
11345,21,4,3297,6260,8667,11730,15076,17483,19862,21829
9199,45,8,5482,9936,13852,19135,24337,27741,31518,34685
13632,21,10,7322,12565,17714,23951,29548,33557,37777,41394
7816,40,8,5820,10064,13618,17907,22470,25600,28962,31550
4272,35,4,3065,5941,8387,11495,14624,16728,19074,20822
7561,35,6,5052,8995,12237,16673,21305,24326,27389,30052
981,50,2,2743,5728,8305,11411,14863,17538,19920,21919
11415,50,8,5767,9928,14097,18698,24060,27867,31146,34114
12047,21,10,7705,13409,19012,24731,30416,34122,38593,41952
3675,45,1,2225,4621,6586,9032,11475,13337,15217,16953
7228,55,6,4576,8375,11574,15979,20379,23955,27409,30173
7993,35,8,5305,9130,12169,16104,20262,22982,25677,27873
11838,40,4,3421,6357,8911,12220,15926,18521,20868,23036
1432,50,8,6207,10781,14707,19731,25172,28420,32003,34993
11097,21,2,2716,5500,7699,10587,13585,15580,17996,19986
4916,55,9,5639,9945,13591,18485,22985,26287,30074,32937
786,40,8,5088,9297,12913,17464,22509,25577,28941,31797
11257,40,2,2675,5398,7744,10647,13531,15281,17521,19327
9908,55,7,5015,9153,12556,17043,21857,25166,28681,31801
11610,40,10,6507,11581,15855,21238,26657,30183,33549,36381
3891,60,9,5653,9575,13117,17664,22638,26128,29251,31914
1105,35,3,3329,6689,9492,13442,17902,21253,24471,26888
5027,45,6,4645,8451,11389,14930,18756,21304,24007,26242
12834,21,3,2644,5188,7389,10255,13038,15119,17185,19033
11877,50,6,4041,7613,10513,14214,18459,21309,24025,26550
7131,50,6,6802,12349,17505,23588,30125,34189,38716,42442
352,50,2,2509,5111,7227,9904,12679,14641,16814,18760
6628,35,3,2763,5396,7489,10139,12750,14712,16868,18579
605,50,6,4816,8594,11484,15283,19814,23109,26047,28469
1859,40,2,2711,5285,7501,10299,13018,15021,17025,18654
5393,50,8,4796,9198,12957,17635,22612,25995,29294,32291
4752,21,5,4044,7595,10361,13938,17662,20376,22999,25178
9510,50,5,3995,7582,10340,13917,17614,20416,22964,25255
5223,50,6,4043,7630,10466,13956,18022,20903,23615,26056
7451,60,8,5701,10476,14430,19375,24743,28449,32221,35214
168,55,5,4609,8215,11154,14854,19225,21977,24642,26973
5729,21,10,7749,13535,19038,25006,31020,35120,39316,43549
6461,50,4,2946,5824,8298,11396,14488,16607,18829,20652
11925,50,4,3647,6955,9541,12722,16349,19056,21590,24009
9957,21,10,6126,10752,14961,20473,25860,30035,33838,37177
8233,21,10,6120,10630,14511,19748,24953,28247,31714,34733
9956,50,6,4149,7672,10951,14668,19238,22083,25102,27597
7765,35,6,4961,8916,12120,16408,20655,23512,26357,28804
5796,50,10,6917,12403,17790,24278,30652,34581,38927,42814
7735,35,10,6948,11444,15649,21164,26318,30176,33649,36687
4679,35,5,4129,7523,10460,13853,18059,21027,23997,26449
13585,35,10,5456,9813,13673,19007,24574,28351,31962,35188
7716,21,3,2942,5689,7928,10774,13760,15948,18188,20173
5553,35,10,6790,11955,16559,22389,28358,32461,36882,40603
8497,45,8,5472,9776,13426,17798,23084,26325,29553,32267
11615,21,6,4746,8662,12050,16206,20889,24068,27137,29675
7026,21,10,6745,11833,16661,22189,27536,31651,35719,38806
1637,21,2,2513,5126,7317,9973,12620,14560,16468,18323
4895,45,2,2505,5111,7174,9796,12515,14383,16385,18147
10863,35,6,4168,7487,10302,13984,18069,21040,23837,26287
520,50,5,3305,6445,9129,12703,16409,19176,21914,24060
10680,21,2,2505,5123,7363,10203,13225,15313,17473,19357
1534,50,8,5167,9256,12583,17114,21536,24596,27782,30329
6195,21,8,5472,9769,13253,18000,22839,26327,29506,32297
6370,55,8,5111,9557,13727,18526,23236,26726,30215,32904
5923,21,10,6991,12339,17271,23063,29880,33237,37724,40752
5346,50,8,5748,9929,14354,19043,23900,28107,31590,34664
3710,40,10,6284,10939,14975,19739,25177,28198,31469,34420
11808,35,10,5774,10696,15286,20343,25733,29246,32661,35526
8953,21,1,2353,4836,6778,9406,11995,13825,15838,17424
2083,40,4,3547,6838,9461,12823,16696,19370,22202,24462
8343,21,9,5530,9967,13928,18474,23515,26835,30372,33539
10558,40,10,6232,11158,15581,20994,26717,30338,34636,38308
4264,50,4,3210,6085,8504,11570,14703,16798,19016,21009
10287,40,4,3192,6034,8496,11647,14916,17390,19669,21657
7865,35,10,6098,10868,15849,21720,28412,32233,36501,40536
361,50,5,3822,7107,9788,13388,17267,19760,22351,24513
5221,19-20,6,3779,6968,9796,13263,17084,19935,22666,24791
6880,40,8,5069,9275,13040,17767,22683,26014,29478,32508
4643,45,4,3034,6188,8690,11903,15319,17707,20093,22258
3120,35,6,4567,8356,11508,15457,19718,22812,25934,28341
4555,45,7,5581,9724,13313,17830,22328,25465,28781,31652
11538,35,9,6012,10276,14142,18858,24152,27871,31775,34821
6150,45,8,5415,9706,13617,19629,24998,28734,32522,35272
1730,35,7,5038,9218,12744,17390,22457,25849,29620,32342
3519,21,9,5541,9995,14528,19520,24724,28221,31884,34766
1168,35,6,4635,8383,11572,15630,19869,22844,25658,28049
8153,21,9,5212,9553,13106,17662,22684,26473,29695,32379
1437,21,7,4587,8057,10987,14794,18841,21879,24798,27264
4837,40,7,4958,9000,12815,17563,22622,26138,29576,32457
2920,21,4,2955,5855,8243,11302,14581,17140,19582,21566
4888,45,4,3286,6370,8759,11822,15211,17459,19807,21836
11156,55,7,4392,8086,11283,15151,19493,22485,25344,27888
7350,21,10,7471,13176,18180,23996,30543,34473,38935,42726
2409,50,10,6846,13139,18748,24867,31179,35332,39740,43622
3830,45,10,6710,11998,16728,22681,28887,33127,37453,41223
2180,55,3,2640,5285,7542,10234,13193,15235,17192,19059
2472,70,9,6555,12042,16917,22702,28971,32871,37194,40923
11907,45,4,2859,5637,7984,11088,14274,16569,19040,21386
5392,40,7,4425,8256,11291,15277,19477,22313,25318,27963
7657,21,7,5904,12064,17681,24193,30690,34639,38962,42613
8798,35,5,3926,7342,10148,13741,17814,20763,23576,26132
850,35,10,7072,12302,17449,23209,29245,32781,37081,40357
1337,40,6,4156,7725,10438,13717,17584,19990,22601,24852
13086,21,4,3008,5894,8393,11479,14761,16937,19344,21192
8339,40,4,4046,7305,9689,12887,16245,18371,20789,22767
6513,45,7,5238,9289,12665,16926,21480,24713,27850,30722
10538,40,4,2930,5776,8069,10961,13787,16106,18467,20325
652,35,3,2816,5540,7816,10649,13738,15755,17870,19680
985,45,5,3594,6838,9448,12734,16179,18738,21208,23465
6142,21,9,6635,11555,16080,21395,27072,30781,34934,38489
9144,50,4,3620,7009,9665,13132,16770,19347,21984,24258
6222,70,9,6073,11994,17927,24639,30344,34426,39366,43116
12713,55,6,3979,7461,10326,13784,17629,20312,23068,25494
4693,50,7,4636,8370,11240,14814,18960,21674,24483,26805
6308,50,8,5792,10615,14655,19978,25628,29604,33433,36476
4913,70,5,4772,9006,12954,17539,22322,25599,28666,31572
1029,40,6,3680,6700,9190,12243,15520,17708,20097,22004
6728,21,10,6591,11529,16170,21992,29516,33540,37574,40980
11217,21,6,3827,7295,10144,13983,18181,21617,24464,26966
6933,21,9,5589,10564,15135,20818,26716,30345,34293,37669
5144,40,10,7535,13082,18051,23961,29737,33705,38628,42506
10160,60,9,5528,9714,13587,18410,24293,27800,31726,34794
2814,70,8,5194,9881,14000,19329,24922,28636,32262,35470
7096,35,5,3532,6648,9187,12452,15945,18236,20613,22674
8139,45,8,4894,9085,12652,17425,22053,25589,28913,31794
13126,21,5,3514,6634,8945,12221,15784,18162,20756,22895
7303,21,0,1969,NA,NA,8393,10481,11987,13807,15160
4278,50,10,6533,11589,16442,22221,28869,32729,36803,40502
1935,21,10,6820,11428,15600,20942,26046,29748,32878,35963
9754,35,10,7328,12314,16604,21995,27435,31179,35225,38838
8036,21,0,2096,4426,6308,8572,10982,12638,14526,15889
5857,21,7,4568,8165,11295,15125,19191,22249,25033,27334
9642,40,7,4236,8024,11289,15733,20729,24019,27325,30251
9844,35,8,5528,9779,13326,17969,22847,26372,29748,32579
2880,55,4,3072,5883,8106,10926,13855,15899,18109,20051
11006,55,5,3416,6878,9587,12847,16806,19903,22532,24937
2364,21,2,2785,5486,7742,10540,13416,15314,17465,19409
10175,21,9,5550,9997,14556,19626,24657,28343,31970,34880
29,21,8,4762,9249,13464,18841,24959,28885,32753,35521
9791,35,4,3307,6144,8589,11539,14722,16832,19144,21086
2642,21,3,2968,5606,7718,10433,13055,14988,16976,18791
8942,65,9,5583,9937,13622,18195,23617,27165,30628,33841
7392,45,9,5738,9767,12961,16772,20986,23847,26841,29296
10774,40,8,4998,9041,12246,16435,20859,23993,27218,29993
522,40,4,3320,6207,8598,11593,14707,16775,18956,20709
2004,21,7,4623,8452,11688,15823,20284,23397,26447,28961
2805,35,6,4392,7927,10799,14371,18436,21226,24074,26492
3875,45,4,2907,5745,8030,10875,13888,15898,18115,19924
10802,35,10,7479,13073,18755,24690,30300,34278,38856,42634
8237,40,3,2621,5396,7740,10643,13622,15723,17853,19594
12409,55,7,4673,8245,11134,15017,19124,22034,24761,26817
4415,70,5,4670,9517,13638,18592,23922,27397,31104,33950
99,21,4,3075,5978,8254,11163,14114,16149,18500,20587
8746,45,5,4367,7872,10618,14078,17837,20815,23567,26041
3225,21,8,5169,8992,12150,15870,19959,23125,26086,28361
2952,45,2,2496,5169,7355,10115,13021,15184,17224,18933
5375,40,3,2805,5455,7584,10544,13336,15336,17378,19265
10106,45,7,4954,8814,11861,15880,20034,22787,25530,27755
4743,45,7,4908,9132,12655,16871,21692,24835,28047,30869
1443,45,8,5066,9123,12629,17056,22148,25511,28991,31824
10972,50,4,3435,6650,9249,12724,16566,19074,21610,24060
13535,35,6,4584,8259,11377,15285,19786,22640,25468,28065
2457,40,10,7417,12843,17537,23344,29114,32856,37135,40701
9278,45,5,3523,6604,9083,12227,15575,17930,20239,22293
9362,55,5,3752,7153,9957,13442,17282,20006,22803,25188
12075,40,8,5422,9774,13395,18073,23253,26903,30275,33436
4713,21,0,2122,4358,6436,8512,10808,12389,14288,15740
4378,35,9,5485,10014,13795,18607,23934,27352,30775,34040
9745,21,1,2323,4710,6644,9144,11794,13608,15574,17072
911,35,4,3040,5945,8321,11408,14476,16629,18892,21000
6611,55,6,4969,9052,12729,17138,22219,25743,29056,31807
11253,45,8,5612,10675,15346,21137,26478,30042,33604,36385
5085,50,7,4684,8419,11541,15628,20292,23257,26583,29185
7528,21,4,3012,5824,8328,11362,14378,16565,18872,20697
11298,40,1,2471,4839,6805,9350,11986,13754,15610,17517
4222,35,7,4286,8129,11641,15643,20072,23411,26711,29397
3661,21,2,2657,5228,7350,10056,12803,14604,16701,18448
13629,55,9,5166,9166,13041,17454,23053,26935,30508,33720
2591,21,7,5048,9116,12385,16385,20351,23606,26466,29147
7706,35,9,5997,10359,14252,19419,25075,28668,32279,35381
12845,40,4,3128,5946,8269,11314,14221,16291,18551,20406
5577,21,6,4301,7873,10632,14546,19250,22377,25649,28190
9475,21,10,7059,12251,17059,22448,27982,31505,35069,38208
1770,21,5,4102,7281,9754,12859,16094,18537,20871,22925
10865,40,6,4850,8655,11596,15433,19315,22041,25021,27204
4829,65,9,5923,10438,14492,19437,24672,28516,32280,35470
6577,21,6,4145,8078,11397,15598,20711,24138,27186,29907
237,35,7,5598,9459,12691,17198,22155,25119,28223,30932
4167,35,6,4674,8122,10966,14377,17982,20339,22762,25191
10927,21,8,5046,9199,13193,17707,22675,26998,31125,34111
11328,21,3,2823,5661,7913,10850,13933,15972,18247,20110
13538,50,5,3123,6255,9095,12421,16307,18881,21929,24317
4990,35,7,5234,9101,12433,16475,21053,24262,27577,30369
6151,45,6,4390,7927,10774,14318,18283,20880,23627,25866
6739,45,5,4316,7624,10249,13683,17348,20015,22604,24855
12456,21,6,4504,8584,11772,16051,20696,23838,27073,29713
9416,50,5,3939,7105,9662,12825,16213,18656,21122,23056
5667,21,3,2724,5524,7748,10648,13775,15784,17874,19707
1706,21,3,2892,5727,7994,10841,14125,16202,18524,20338
8440,40,10,6980,13175,18863,24765,30620,35042,39582,43471
9933,21,9,5736,12322,17454,23815,29267,32706,36520,39787
7000,45,5,3718,6994,9503,13117,16724,19244,21797,24012
2541,40,10,6310,10928,14907,20278,25717,29446,32798,35718
9855,19-20,3,2587,5156,7178,9873,12529,14364,16396,18081
6267,35,1,2556,5237,7379,10182,12986,14938,16985,18697
8288,35,4,2944,5892,8246,11306,14641,17031,19430,21337
9258,55,5,3762,7093,9879,13278,17133,19934,22569,24772
12506,35,4,3642,6717,9240,12482,16156,18651,21026,23099
3171,35,3,2998,5839,8223,11354,14250,16457,19054,20941
1804,65,3,3276,6202,8691,12068,15331,17742,19865,21970
13261,50,10,6870,11177,15660,21359,26655,30584,34881,38038
3596,21,7,4813,8825,11885,15924,20163,23291,26241,28790
11768,35,3,2919,5834,8141,11790,15102,17336,19511,21629
7916,40,2,2474,5077,7099,9716,12406,14186,16249,17972
1933,70,5,3902,7409,10284,13920,17963,20831,23821,26236
9812,65,7,4937,8875,12109,16296,20608,23731,26732,29258
12827,40,10,7089,12604,17380,23084,28624,32472,36631,39999
9478,35,4,2942,5800,8117,11131,14203,16377,18539,20429
8700,21,3,3304,6098,8327,11019,13775,15834,17731,19482
3712,65,6,4966,8908,12108,16189,20399,23395,26291,28859
1802,60,7,4917,8962,12299,16459,20799,24199,27393,29937
9825,45,6,3857,7225,10120,13905,17950,20845,23743,26382
1851,21,7,4649,8656,11975,16476,21300,25188,28836,31909
3226,50,2,2574,5188,7366,10190,13447,15872,17800,19687
9703,65,4,3322,6430,8981,12226,15786,18219,20655,22695
6262,50,9,5357,9726,13633,18068,22926,26418,29861,32881
3681,40,9,5555,10386,14402,19621,24881,28565,32149,35257
11578,40,3,2958,5698,7962,11040,13983,16169,18306,20305
11188,35,1,2234,4792,7009,9790,12500,14361,16612,18267
1827,65,4,3442,6390,8678,11710,14921,17119,19369,21228
12764,21,8,4966,8910,12101,16111,20417,23493,26861,29563
5930,60,9,6403,11400,15751,21532,27270,31063,35015,38538
10375,40,6,4132,7486,10216,13513,17321,20110,22732,24926
10607,40,1,2249,4729,6653,9200,11761,13387,15342,17022
7756,19-20,10,5853,10739,15152,20528,26177,29524,32714,35694
9162,40,7,4388,7979,11002,14774,19193,22156,25065,27557
10155,50,4,3770,7162,9940,13265,16962,19445,22038,24065
4606,50,8,5751,10309,14044,19033,24215,27797,31263,34147
3589,21,10,6609,11178,14875,19654,24629,27892,31259,34490
8972,21,10,6349,11929,16953,23150,29432,33587,38204,41945
9716,60,10,5984,11045,16294,22666,28954,33033,37344,41107
1906,21,2,2654,5168,7351,10056,12797,14757,16709,18626
3579,21,4,3945,7456,10408,14198,18554,21523,24301,26851
3931,35,10,7318,12745,17176,22690,28380,32085,36061,39858
5004,45,6,4412,8180,11115,15039,19313,22036,25056,27351
3357,60,7,5041,9123,13103,17788,22387,25735,28787,31468
1463,40,10,5646,10185,14081,20142,25780,29710,33259,36059
56,35,6,4294,7912,11129,14956,19024,21970,24695,26947
11309,45,3,2782,5433,7603,10314,13153,14995,17105,18823
11584,21,4,3186,6125,8437,11720,14953,17430,19775,21866
6558,21,3,3519,6560,9011,12116,15361,17489,19574,21428
4627,35,4,3720,6951,9630,13169,17158,19980,22733,25028
9685,21,10,6663,11226,15371,20804,25991,29641,33168,35829
2439,21,2,2657,5217,7472,10354,13113,15082,17215,18872
10230,50,7,4212,8056,11274,16503,21842,25450,29019,31803
1523,35,10,7349,12447,17006,22255,28096,31646,35588,38839
2568,50,10,6821,12515,18068,23988,30326,34560,38983,42833
13018,50,9,5764,10160,14091,19092,24183,27747,30802,33831
5089,40,7,4759,8856,12473,16998,22179,25532,28867,31644
2118,21,2,2505,5137,7286,10145,13001,15040,17217,19027
5060,45,6,3838,7258,10019,13574,17480,20242,23186,25468
4703,21,6,5328,9309,12431,16388,20544,23423,26511,28801
6625,50,7,5030,9072,12551,16729,21148,24238,27243,29870
9598,21,4,3394,6427,8816,11940,15298,17619,20124,22182
5021,21,4,3384,6361,8815,11895,15207,17591,20092,22198
3115,40,3,2741,5429,7587,10399,13541,15650,17954,19911
10796,40,3,3220,6122,8466,11591,14768,17105,19283,21425
8111,40,8,4852,8834,12109,16462,21548,24771,27868,30698
5726,40,3,2674,5317,7490,10199,13077,15153,17253,18976
9209,21,3,3121,5820,7998,10760,13691,15727,17764,19721
4578,21,5,3915,7308,10124,13705,17795,20560,23480,25848
8958,40,5,3430,6425,8859,12131,15817,18312,21066,23325
13647,50,3,2660,5380,7641,10383,13351,15369,17532,19464
9064,21,10,6889,12209,17477,23595,29749,33367,37552,41337
4199,70,10,6860,12937,17733,24179,30160,34344,38874,42605
6627,21,1,2126,4469,6381,8887,11386,13127,15011,16792
3109,21,4,3375,6390,8747,11767,14916,17135,19474,21557
5662,21,10,7056,11971,16259,21594,27000,30743,34398,37470
7364,55,10,7060,11977,16205,21596,26960,30828,34314,37534
8191,50,4,3001,5897,8320,11484,14784,17017,19532,21379
1714,21,0,1954,4339,6352,8406,10567,12067,13611,15105
1870,45,10,6999,12389,17726,24185,30707,34552,39507,43960
9092,45,5,4456,8064,10991,14928,19326,22935,26035,28518
5620,40,5,3817,7141,9636,13012,16887,19681,22400,24711
5894,21,10,7641,13788,19203,24728,30940,34560,39225,43231
9340,60,4,3305,6352,8852,12043,15603,18125,20468,22729
882,21,1,2193,4570,6582,9106,11617,13402,15264,16668
6919,40,4,3402,6438,8812,11928,15234,17606,19932,21927
9123,55,9,5075,9514,13373,18177,23267,26807,30139,33141
4911,45,9,5962,10135,13401,17864,22529,25998,29427,32050
9320,21,6,4220,7759,10634,14318,18139,20872,23443,25670
2374,50,8,5239,9465,13040,17500,22306,25547,28921,31627
1279,50,10,6220,11640,16528,21967,27411,30916,34913,38246
10244,21,10,6726,11834,16520,22468,28511,31878,35923,39293
7050,21,10,6693,11314,15706,20975,26589,30215,34001,36792
6155,21,10,7062,11874,16071,20936,25769,29645,32999,35703
4985,21,10,6964,11923,16587,22034,27902,31600,35332,38574
7306,40,5,3444,6700,9295,12577,16239,18791,21476,23792
3445,21,8,5508,9720,13266,18548,24000,27801,31696,35168
13476,45,6,3977,7327,10101,13826,17722,20375,23232,25687
6425,45,3,2900,5663,8079,11079,14246,16401,18735,20670
2635,21,4,3734,6785,9244,12405,15783,18044,20535,22496
11124,21,0,1975,4322,6303,8443,10744,12271,14006,15289
4628,45,10,7269,12682,17743,23564,29625,33695,38681,42479
11403,45,10,7101,12350,17810,23175,29050,32875,36933,40156
10100,50,5,3496,6543,8937,12114,15345,17574,20069,22095
8785,45,3,2838,5493,7648,10554,13544,15558,17715,19423
6847,35,5,3971,7288,9799,12868,16081,18581,21030,23227
11996,35,4,3582,6600,8977,12255,15574,17973,20335,22494
13070,40,6,4365,7945,10948,14686,19102,21723,24598,26874
3722,40,10,7761,13241,18535,24181,30052,34034,38684,42133
6495,45,4,2844,5653,7940,11011,14274,16505,18793,20768
6309,55,7,4775,8957,12780,17450,22296,25443,28756,31582
1031,40,9,6077,10997,15343,20580,25894,29590,33013,35763
4923,55,10,5605,10355,14733,20154,25997,29860,33854,37297
9479,50,9,5629,9978,13840,18925,24205,27753,31364,34808
333,45,2,2474,5080,7140,9928,12650,14932,17081,19034
3827,35,1,2130,4488,6557,9077,11824,13793,15694,17494
3739,35,2,2473,5022,7153,9682,12435,14411,16181,17853
7537,21,7,4695,8811,12346,16817,21710,24884,28146,30507
1036,60,1,2282,4666,6698,9303,11775,13635,15560,17238
5664,55,4,3521,6587,9058,12181,15614,17991,20639,22823
4289,35,8,5327,9650,13106,17858,22974,26547,29824,32788
5642,40,9,5568,10143,14153,19141,24453,27780,31558,34365
5084,50,4,3638,6807,9303,12440,15858,18300,20675,22791
938,50,10,6126,10341,14190,18630,23399,26614,29822,32662
8154,40,3,2810,5562,7835,10799,13852,16001,18383,20240
2689,60,5,4129,7973,11007,14929,19052,21876,24769,27238
5834,21,6,4580,8120,10886,14452,18204,20895,23637,25741
11679,50,3,3210,6089,8511,11525,14828,17108,19478,21366
10877,45,3,2650,5301,7591,10474,13483,15603,17638,19413
8689,45,7,4657,8482,11702,15952,20476,23731,26916,29644
9608,45,1,2290,4731,6697,9022,11640,13310,15124,16747
12209,40,2,2445,5172,7297,10093,12957,14970,17025,18826
6734,35,7,5223,9034,12297,16737,21769,25019,28393,31078
3811,40,8,6253,11601,15854,21457,27328,30895,35079,38175
6910,35,2,2319,4730,6675,9043,11547,13276,15265,16795
488,40,3,2513,5164,7312,9978,12743,14618,16618,18373
5367,45,7,5184,9324,12850,17066,21788,25005,28311,30945
447,40,10,6699,11666,16387,22305,28118,32006,35924,39228
13643,45,6,5241,9263,12478,16381,21312,24562,28458,30902
12656,50,8,4688,8814,12224,16635,21013,23985,27031,29724
2804,50,9,5270,9764,13664,19465,24254,27621,31208,34145
2079,55,4,3082,5940,8368,11468,14819,17104,19425,21285
6024,40,8,5508,9521,12770,16927,21370,24310,27467,29960
11722,21,8,4913,8973,12475,16968,21799,25126,28243,30897
9353,35,10,7004,12333,17034,22679,28486,32244,36100,39529
2966,40,9,6518,11174,15076,20090,25138,28679,32205,35203
10282,21,10,6227,10787,14532,19157,24156,27519,30850,33612
5747,35,10,6229,10757,14472,19148,24042,27551,30962,33702
3895,40,7,4926,8772,11809,15806,20420,23816,26964,29645
4887,40,4,2761,5557,7674,10584,13458,15436,17501,19386
2150,45,2,3442,6846,9620,13117,16990,19805,22436,24996
12388,60,5,3688,7303,10083,13738,17998,21060,23869,26360
5578,40,10,6862,11765,15988,21188,26388,30007,33327,36347
112,50,6,4067,7657,10405,13958,17661,20305,23371,25644
795,35,2,2517,5150,7265,10110,12945,14902,16904,18854
10738,65,10,6340,11030,14984,19892,24855,28185,31830,34967
1529,45,9,5242,9666,13522,18272,23160,26865,30351,33406
3832,35,10,6678,11965,16873,22516,28502,32524,36912,40650
1439,50,4,3415,6456,9076,12355,15900,18428,20728,22899
11727,21,5,4254,7666,10502,13847,17678,20362,22950,25114
2204,35,10,6590,11671,15967,21879,27306,31289,35208,38423
6246,40,3,2873,5541,7690,10612,13540,15527,17732,19556
2748,60,4,3528,6813,9663,13222,17520,20499,23249,25744
11250,40,5,3605,6878,9660,13048,16986,19394,22125,24148
5239,21,10,7054,11843,15810,20895,25906,29519,32830,35472
8705,45,6,4681,8351,11319,15040,19113,21915,24831,27203
3176,55,9,6158,12249,17727,23769,30101,34139,38751,42692
356,50,10,7679,13545,18848,24454,30526,34360,38946,42878
5257,40,10,6297,10892,15048,20091,25412,28951,32484,35537
3144,55,8,5118,9468,13269,17800,22608,26260,29483,32200
6964,40,5,3980,7365,10028,13868,17632,20138,22635,24735
